gradeSystem,discipline,rawGrade,systemOrder,difficultyScore,confidence,note
FRENCH_SPORT,GYM,8a,8.0,70.4,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8a/+,8.083,72.2,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8a/8a+,8.083,72.2,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8a+,8.167,74.0,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8a+/8b,8.25,76.5,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8b,8.333,79.0,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8b/+,8.417,81.5,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8b/8b+,8.417,81.5,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8b+,8.5,84.0,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8b+/8c,8.583,86.5,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8c,8.667,89.0,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8c/+,8.75,90.75,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8c/8c+,8.75,90.75,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8c+,8.833,92.5,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,8c+/9a,8.917,94.25,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9a,9.0,96.0,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9a/+,9.083,96.88,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9a/9a+,9.083,96.88,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9a+,9.167,97.75,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9a+/9b,9.25,98.63,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9b,9.333,99.5,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9b/+,9.417,100.25,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9b/9b+,9.417,100.25,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9b+,9.5,101.0,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9b+/9c,9.583,101.75,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,GYM,9c,9.667,102.5,0.4,"indoor crossover: soft below ~5.14a, stiff above (comp/board setting), converge at top; modeled offset, gyms vary"
FRENCH_SPORT,SPORT,1,1.0,20.0,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,1+,1.5,21.25,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,2,2.0,22.5,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,2+,2.5,24.38,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,3,3.0,26.25,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,3+,3.167,27.5,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,4a,4.0,30.0,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,4b,4.333,32.5,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,4,4.333,32.5,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,4c,4.667,35.0,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,4+,4.833,36.88,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,5a,5.0,38.75,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,5a+,5.167,40.0,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,5b,5.333,41.25,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,5,5.333,41.25,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,5b+,5.5,42.5,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,5c,5.667,43.75,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,5c+,5.833,44.38,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,5+,5.833,44.38,0.7,low-end alignment; sources vary a full rung
FRENCH_SPORT,SPORT,6a,6.0,45.0,0.85,compression band midline (MP vs Wikipedia camps)
FRENCH_SPORT,SPORT,6a/+,6.083,46.25,0.85,8a.nu short slash form
FRENCH_SPORT,SPORT,6a/6a+,6.083,46.25,0.85,full slash form
FRENCH_SPORT,SPORT,6a+,6.167,47.5,0.85,compression band midline (MP vs Wikipedia camps)
FRENCH_SPORT,SPORT,6a+/6b,6.25,48.75,0.85,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,6b,6.333,50.0,0.85,compression band midline (MP vs Wikipedia camps)
FRENCH_SPORT,SPORT,6b/+,6.417,51.25,0.85,8a.nu short slash form
FRENCH_SPORT,SPORT,6b/6b+,6.417,51.25,0.85,full slash form
FRENCH_SPORT,SPORT,6b+,6.5,52.5,0.85,compression band midline (MP vs Wikipedia camps)
FRENCH_SPORT,SPORT,6b+/6c,6.583,54.38,0.85,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,6c,6.667,56.25,0.85,compression band midline (MP vs Wikipedia camps)
FRENCH_SPORT,SPORT,6c/+,6.75,57.5,0.85,8a.nu short slash form
FRENCH_SPORT,SPORT,6c/6c+,6.75,57.5,0.85,full slash form
FRENCH_SPORT,SPORT,6c+,6.833,58.75,0.85,compression band midline (MP vs Wikipedia camps)
FRENCH_SPORT,SPORT,6c+/7a,6.917,60.0,0.85,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,7a,7.0,61.25,0.85,compression band midline (MP vs Wikipedia camps)
FRENCH_SPORT,SPORT,7a/+,7.083,63.13,0.85,8a.nu short slash form
FRENCH_SPORT,SPORT,7a/7a+,7.083,63.13,0.85,full slash form
FRENCH_SPORT,SPORT,7a+,7.167,65.0,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,7a+/7b,7.25,66.25,1.0,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,7b,7.333,67.5,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,7b/+,7.417,68.75,1.0,8a.nu short slash form
FRENCH_SPORT,SPORT,7b/7b+,7.417,68.75,1.0,full slash form
FRENCH_SPORT,SPORT,7b+,7.5,70.0,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,7b+/7c,7.583,71.25,1.0,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,7c,7.667,72.5,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,7c/+,7.75,73.75,1.0,8a.nu short slash form
FRENCH_SPORT,SPORT,7c/7c+,7.75,73.75,1.0,full slash form
FRENCH_SPORT,SPORT,7c+,7.833,75.0,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,7c+/8a,7.917,76.25,1.0,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,8a,8.0,77.5,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,8a/+,8.083,78.75,1.0,8a.nu short slash form
FRENCH_SPORT,SPORT,8a/8a+,8.083,78.75,1.0,full slash form
FRENCH_SPORT,SPORT,8a+,8.167,80.0,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,8a+/8b,8.25,81.25,1.0,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,8b,8.333,82.5,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,8b/+,8.417,83.75,1.0,8a.nu short slash form
FRENCH_SPORT,SPORT,8b/8b+,8.417,83.75,1.0,full slash form
FRENCH_SPORT,SPORT,8b+,8.5,85.0,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,8b+/8c,8.583,86.25,1.0,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,8c,8.667,87.5,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,8c/+,8.75,88.75,1.0,8a.nu short slash form
FRENCH_SPORT,SPORT,8c/8c+,8.75,88.75,1.0,full slash form
FRENCH_SPORT,SPORT,8c+,8.833,90.0,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,8c+/9a,8.917,91.25,1.0,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,9a,9.0,92.5,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,9a/+,9.083,93.75,1.0,8a.nu short slash form
FRENCH_SPORT,SPORT,9a/9a+,9.083,93.75,1.0,full slash form
FRENCH_SPORT,SPORT,9a+,9.167,95.0,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,9a+/9b,9.25,96.25,1.0,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,9b,9.333,97.5,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,9b/+,9.417,98.75,1.0,8a.nu short slash form
FRENCH_SPORT,SPORT,9b/9b+,9.417,98.75,1.0,full slash form
FRENCH_SPORT,SPORT,9b+,9.5,100.0,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
FRENCH_SPORT,SPORT,9b+/9c,9.583,101.25,1.0,letter-boundary slash form (8a.nu/logbooks)
FRENCH_SPORT,SPORT,9c,9.667,102.5,1.0,universal 1:1 with YDS from 7a+=5.12a up (benchmark routes)
V_SCALE,BOULDER,VB,-1.0,41.25,0.5,"VB; outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V-easy,-1.0,41.25,0.5,MP synonym for VB
V_SCALE,BOULDER,V0-,-0.25,44.58,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V0,0.0,46.25,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V0+,0.25,48.75,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V0-1,0.5,48.75,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V1-,0.75,49.58,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V1,1.0,51.25,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V1+,1.25,53.75,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V1-2,1.5,53.75,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V2-,1.75,54.58,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V2,2.0,56.25,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V2+,2.25,58.75,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V2-3,2.5,58.75,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V3-,2.75,59.58,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V3,3.0,61.25,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V3+,3.25,63.13,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V3-4,3.5,63.13,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V4-,3.75,63.75,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V4,4.0,65.0,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V4+,4.25,66.88,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V4-5,4.5,66.88,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V5-,4.75,67.5,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V5,5.0,68.75,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V5+,5.25,71.25,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V5-6,5.5,71.25,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V6-,5.75,72.08,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V6,6.0,73.75,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V6+,6.25,75.0,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V6-7,6.5,75.0,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V7-,6.75,75.42,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V7,7.0,76.25,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V7+,7.25,78.13,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V7-8,7.5,78.13,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V8-,7.75,78.75,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V8,8.0,80.0,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V8+,8.25,81.25,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V8-9,8.5,81.25,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V9-,8.75,81.67,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V9,9.0,82.5,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V9+,9.25,83.75,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V9-10,9.5,83.75,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V10-,9.75,84.17,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V10,10.0,85.0,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V10+,10.25,86.25,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V10-11,10.5,86.25,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V11-,10.75,86.67,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V11,11.0,87.5,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V11+,11.25,88.75,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V11-12,11.5,88.75,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V12-,11.75,89.17,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V12,12.0,90.0,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V12+,12.25,91.25,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V12-13,12.5,91.25,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V13-,12.75,91.67,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V13,13.0,92.5,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V13+,13.25,93.75,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V13-14,13.5,93.75,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V14-,13.75,94.17,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V14,14.0,95.0,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V14+,14.25,96.25,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V14-15,14.5,96.25,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V15-,14.75,96.67,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V15,15.0,97.5,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V15+,15.25,98.75,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V15-16,15.5,98.75,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V16-,15.75,99.17,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V16,16.0,100.0,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,BOULDER,V16+,16.25,101.25,0.5,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,BOULDER,V16-17,16.5,101.25,0.5,MP range grade: midpoint (synonym of Vn+)
V_SCALE,BOULDER,V17-,16.75,101.67,0.5,minus variant: one third toward previous rung
V_SCALE,BOULDER,V17,17.0,102.5,0.5,"outdoor middle-line boulder-route bridge (opinion; spread +/-2 letters low, +/-1-2 high)"
V_SCALE,GYM,VB,-1.0,36.25,0.4,"VB; indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V-easy,-1.0,36.25,0.4,MP synonym for VB
V_SCALE,GYM,V0-,-0.25,38.75,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V0,0.0,40.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V0+,0.25,41.56,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V0-1,0.5,41.56,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V1-,0.75,42.08,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V1,1.0,43.13,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V1+,1.25,44.69,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V1-2,1.5,44.69,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V2-,1.75,45.21,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V2,2.0,46.25,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V2+,2.25,49.11,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V2-3,2.5,49.11,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V3-,2.75,50.06,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V3,3.0,51.96,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V3+,3.25,54.11,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V3-4,3.5,54.11,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V4-,3.75,54.82,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V4,4.0,56.25,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V4+,4.25,58.13,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V4-5,4.5,58.13,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V5-,4.75,58.75,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V5,5.0,60.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V5+,5.25,62.5,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V5-6,5.5,62.5,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V6-,5.75,63.33,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V6,6.0,65.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V6+,6.25,66.8,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V6-7,6.5,66.8,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V7-,6.75,67.4,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V7,7.0,68.6,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V7+,7.25,71.3,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V7-8,7.5,71.3,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V8-,7.75,72.2,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V8,8.0,74.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V8+,8.25,76.5,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V8-9,8.5,76.5,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V9-,8.75,77.33,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V9,9.0,79.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V9+,9.25,81.5,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V9-10,9.5,81.5,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V10-,9.75,82.33,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V10,10.0,84.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V10+,10.25,86.5,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V10-11,10.5,86.5,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V11-,10.75,87.33,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V11,11.0,89.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V11+,11.25,90.75,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V11-12,11.5,90.75,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V12-,11.75,91.33,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V12,12.0,92.5,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V12+,12.25,94.25,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V12-13,12.5,94.25,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V13-,12.75,94.83,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V13,13.0,96.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V13+,13.25,96.88,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V13-14,13.5,96.88,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V14-,13.75,97.17,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V14,14.0,97.75,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V14+,14.25,98.63,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V14-15,14.5,98.63,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V15-,14.75,98.92,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V15,15.0,99.5,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V15+,15.25,100.25,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V15-16,15.5,100.25,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V16-,15.75,100.5,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V16,16.0,101.0,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
V_SCALE,GYM,V16+,16.25,101.75,0.4,plus variant: midpoint to next rung (matches Font pins)
V_SCALE,GYM,V16-17,16.5,101.75,0.4,MP range grade: midpoint (synonym of Vn+)
V_SCALE,GYM,V17-,16.75,102.0,0.4,minus variant: one third toward previous rung
V_SCALE,GYM,V17,17.0,102.5,0.4,"indoor crossover: soft below ~V10, stiff above (comp/spray setting), converge at top; gyms vary widely"
FONT,BOULDER,1,1.0,32.5,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,2,2.0,37.5,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,3,3.0,41.25,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,4-,3.833,44.58,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,4,4.0,46.25,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,4+,4.167,48.75,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,5-,4.833,49.58,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
